source_artifact,model_id,environment,decoder,label_mapping,decoder_value_gap
results/qwen2.5-0.5b-queue-control.analysis.json,Qwen/Qwen2.5-0.5B-Instruct,queue_control,top_p_0.9,C-B-A,0.015012912345716348
results/qwen2.5-0.5b-queue-control.analysis.json,Qwen/Qwen2.5-0.5B-Instruct,queue_control,min_p_0.1,C-B-A,0.015012912345716348
results/qwen2.5-0.5b-queue-control.analysis.json,Qwen/Qwen2.5-0.5B-Instruct,queue_control,min_p_0.3,C-B-A,0.015012912345716348
results/qwen2.5-0.5b-queue-control.analysis.json,Qwen/Qwen2.5-0.5B-Instruct,queue_control,temperature_0.5_then_top_p_0.8,C-B-A,0.03079982927240974
results/qwen2.5-0.5b-queue-control.analysis.json,Qwen/Qwen2.5-0.5B-Instruct,queue_control,top_p_0.8_then_temperature_0.5,C-B-A,0.030799829272409734
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,greedy,A-B-C,0.23583053178355734
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_0.5,A-B-C,0.11436766353833529
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_1.5,A-B-C,-0.04327928889817567
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_k_2,A-B-C,0.0405940011625773
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.6,A-B-C,0.10465252881277802
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.9,A-B-C,-0.0016238710268227652
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,min_p_0.1,A-B-C,0.000699959806298861
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,min_p_0.3,A-B-C,0.06510401720147015
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_0.5_then_top_p_0.8,A-B-C,0.18250300300527822
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.8_then_temperature_0.5,A-B-C,0.12459981652914041
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,greedy,A-C-B,0.11157435943462962
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_0.5,A-C-B,-0.00563985464731892
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_1.5,A-C-B,0.005122930054841435
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_k_2,A-C-B,-0.07634646757219538
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.6,A-C-B,-0.07634646757219538
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.9,A-C-B,0.0
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,min_p_0.1,A-C-B,0.0
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,min_p_0.3,A-C-B,-9.152099573050965e-05
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_0.5_then_top_p_0.8,A-C-B,-0.040444614468384876
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.8_then_temperature_0.5,A-C-B,-0.012395132848244339
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,greedy,B-A-C,-0.30474465827252734
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_0.5,B-A-C,-0.08274696794289377
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_1.5,B-A-C,0.041890415930530056
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_k_2,B-A-C,-0.01870707284554013
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.6,B-A-C,-0.10471620259426845
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.9,B-A-C,-0.01870707284554013
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,min_p_0.1,B-A-C,-0.01442332192953355
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,min_p_0.3,B-A-C,-0.017756706274468126
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_0.5_then_top_p_0.8,B-A-C,-0.09095411985819585
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.8_then_temperature_0.5,B-A-C,-0.08482865349980945
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,greedy,B-C-A,-0.3719246587033924
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_0.5,B-C-A,-0.11785024245995773
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_1.5,B-C-A,0.03874209182611066
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_k_2,B-C-A,-0.0891614736942633
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.6,B-C-A,-0.1112646680990928
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.9,B-C-A,0.0
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,min_p_0.1,B-C-A,0.0
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,min_p_0.3,B-C-A,0.0007600736652344509
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_0.5_then_top_p_0.8,B-C-A,-0.207046497567417
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.8_then_temperature_0.5,B-C-A,-0.13611863852257122
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,greedy,C-A-B,0.0760449311484711
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_0.5,C-A-B,-0.0033712559732300695
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_1.5,C-A-B,0.0065921498750297625
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_k_2,C-A-B,-0.04474226599632092
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.6,C-A-B,-0.04474226599632092
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.9,C-A-B,-6.516971735137655e-05
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,min_p_0.1,C-A-B,0.0
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,min_p_0.3,C-A-B,-0.034023976577837456
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_0.5_then_top_p_0.8,C-A-B,-0.018086239907528223
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.8_then_temperature_0.5,C-A-B,-0.017221214136960206
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,greedy,C-B-A,0.18958763414180707
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_0.5,C-B-A,0.05800828123793367
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_1.5,C-B-A,-0.024156786821510484
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_k_2,C-B-A,0.1344433469270481
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.6,C-B-A,0.1344433469270481
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.9,C-B-A,0.0
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,min_p_0.1,C-B-A,0.0
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,min_p_0.3,C-B-A,0.007175432607503529
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,temperature_0.5_then_top_p_0.8,C-B-A,0.07947350785700129
results/qwen2.5-1.5b-queue-control.analysis.json,Qwen/Qwen2.5-1.5B-Instruct,queue_control,top_p_0.8_then_temperature_0.5,C-B-A,0.06885478767516726
